clave_entidad,entidad,clave_municipio_inegi,clave_municipio_ife,municipio
20,Oaxaca,20222,20222,San Juan Yaee
20,Oaxaca,20223,20223,San Juan Yatzona
20,Oaxaca,20224,20224,San Juan Yucuita
20,Oaxaca,20225,20225,San Lorenzo
20,Oaxaca,20226,20226,San Lorenzo Albarradas
20,Oaxaca,20227,20227,San Lorenzo Cacaotepec
20,Oaxaca,20228,20228,San Lorenzo Cuaunecuiltitla
20,Oaxaca,20229,20229,San Lorenzo Texmelucan
20,Oaxaca,20230,20230,San Lorenzo Victoria
20,Oaxaca,20231,20231,San Lucas Camotlan
20,Oaxaca,20232,20232,San Lucas Ojitlan
20,Oaxaca,20233,20233,San Lucas Quiavini
20,Oaxaca,20234,20234,San Lucas Zoquiapam
20,Oaxaca,20235,20235,San Luis Amatlan
20,Oaxaca,20236,20236,San Marcial Ozolotepec
20,Oaxaca,20237,20237,San Marcos Arteaga
20,Oaxaca,20238,20238,San Martin de los Cansecos
20,Oaxaca,20239,20239,San Martin Huamelulpam
20,Oaxaca,20240,20240,San Martin Itunyoso
20,Oaxaca,20241,20241,San Martin Lachila
20,Oaxaca,20242,20242,San Martin Peras
20,Oaxaca,20243,20243,San Martin Tilcajete
20,Oaxaca,20244,20244,San Martin Toxpalan
20,Oaxaca,20245,20245,San Martin Zacatepec
20,Oaxaca,20246,20246,San Mateo Cajonos
20,Oaxaca,20247,20559,Capulalpam de Mendez
20,Oaxaca,20248,20247,San Mateo del Mar
20,Oaxaca,20249,20255,San Mateo Yoloxochitlan
20,Oaxaca,20250,20248,San Mateo Etlatongo
20,Oaxaca,20251,20249,San Mateo Nejapam
20,Oaxaca,20252,20250,San Mateo Peñasco
20,Oaxaca,20253,20251,San Mateo Piñas
20,Oaxaca,20254,20252,San Mateo Rio Hondo
20,Oaxaca,20255,20253,San Mateo Sindihui
20,Oaxaca,20256,20254,San Mateo Tlapiltepec
20,Oaxaca,20257,20256,San Melchor Betaza
20,Oaxaca,20258,20257,San Miguel Achiutla
20,Oaxaca,20259,20258,San Miguel Ahuehuetitlan
20,Oaxaca,20260,20259,San Miguel Aloapam
20,Oaxaca,20261,20260,San Miguel Amatitlan
20,Oaxaca,20262,20261,San Miguel Amatlan
20,Oaxaca,20263,20264,San Miguel Coatlan
20,Oaxaca,20264,20262,San Miguel Chicahua
20,Oaxaca,20265,20263,San Miguel Chimalapa
20,Oaxaca,20266,20265,San Miguel del Puerto
20,Oaxaca,20267,20266,San Miguel del Rio
20,Oaxaca,20268,20267,San Miguel Ejutla
20,Oaxaca,20269,20268,San Miguel El Grande
20,Oaxaca,20270,20269,San Miguel Huautla
20,Oaxaca,20271,20270,San Miguel Mixtepec
20,Oaxaca,20272,20271,San Miguel Panixtlahuaca
20,Oaxaca,20273,20272,San Miguel Peras
20,Oaxaca,20274,20273,San Miguel Piedras
20,Oaxaca,20275,20274,San Miguel Quetzaltepec
20,Oaxaca,20276,20275,San Miguel Santa Flor
20,Oaxaca,20277,20536,Villa Sola de Vega
20,Oaxaca,20278,20276,San Miguel Soyaltepec
20,Oaxaca,20279,20277,San Miguel Suchixtepec
20,Oaxaca,20280,20278,Villa Talea de Castro
20,Oaxaca,20281,20279,San Miguel Tecomatlan
20,Oaxaca,20282,20280,San Miguel Tenango
20,Oaxaca,20283,20281,San Miguel Tequixtepec
20,Oaxaca,20284,20282,San Miguel Tilquiapam
20,Oaxaca,20285,20283,San Miguel Tlacamama
20,Oaxaca,20286,20284,San Miguel Tlacotepec
20,Oaxaca,20287,20285,San Miguel Tulancingo
20,Oaxaca,20288,20286,San Miguel Yotao
20,Oaxaca,20289,20287,San Nicolas
20,Oaxaca,20290,20288,San Nicolas Hidalgo
20,Oaxaca,20291,20289,San Pablo Coatlan
20,Oaxaca,20292,20290,San Pablo Cuatro Venados
20,Oaxaca,20293,20291,San Pablo Etla
20,Oaxaca,20294,20292,San Pablo Huitzo
20,Oaxaca,20295,20293,San Pablo Huixtepec
20,Oaxaca,20296,20294,San Pablo Macuiltianguis
20,Oaxaca,20297,20295,San Pablo Tijaltepec
20,Oaxaca,20298,20296,San Pablo Villa de Mitla
20,Oaxaca,20299,20297,San Pablo Yaganiza
20,Oaxaca,20300,20298,San Pedro Amuzgos
20,Oaxaca,20301,20299,San Pedro Apostol
20,Oaxaca,20302,20300,San Pedro Atoyac
20,Oaxaca,20303,20301,San Pedro Cajonos
20,Oaxaca,20304,20302,San Pedro Coxcaltepec Cantaros
20,Oaxaca,20305,20303,San Pedro Comitancillo
20,Oaxaca,20306,20304,San Pedro El Alto
20,Oaxaca,20307,20305,San Pedro Huamelula
20,Oaxaca,20308,20306,San Pedro Huilotepec
20,Oaxaca,20309,20307,San Pedro Ixcatlan
20,Oaxaca,20310,20308,San Pedro Ixtlahuaca
20,Oaxaca,20311,20309,San Pedro Jaltepetongo
20,Oaxaca,20312,20310,San Pedro Jicayan
20,Oaxaca,20313,20311,San Pedro Jocotipac
20,Oaxaca,20314,20312,San Pedro Juchatengo
20,Oaxaca,20315,20313,San Pedro Martir
20,Oaxaca,20316,20314,San Pedro Martir Quiechapa
20,Oaxaca,20317,20315,San Pedro Martir Yucuxaco
20,Oaxaca,20318,20316,San Pedro Mixtepec – Dis. 22 -
20,Oaxaca,20319,20317,San Pedro Mixtepec – Dis. 26 -
20,Oaxaca,20320,20318,San Pedro Molinos
20,Oaxaca,20321,20319,San Pedro Nopala
20,Oaxaca,20322,20320,San Pedro Ocopetatillo
20,Oaxaca,20323,20321,San Pedro Ocotepec
20,Oaxaca,20324,20322,San Pedro Pochutla
20,Oaxaca,20325,20323,San Pedro Quiatoni
20,Oaxaca,20326,20324,San Pedro Sochiapam
20,Oaxaca,20327,20325,San Pedro Tapanatepec
20,Oaxaca,20328,20326,San Pedro Taviche
20,Oaxaca,20329,20327,San Pedro Teozacoalco
20,Oaxaca,20330,20328,San Pedro Teutila
20,Oaxaca,20331,20329,San Pedro Tidaa
20,Oaxaca,20332,20330,San Pedro Topiltepec
20,Oaxaca,20333,20331,San Pedro Totolapam
20,Oaxaca,20334,20332,Villa de Tututepec de Melchor Ocampo
20,Oaxaca,20335,20336,San Pedro Yaneri
20,Oaxaca,20336,20337,San Pedro Yolox
20,Oaxaca,20337,20333,San Pedro y San Pablo Ayutla
20,Oaxaca,20338,20560,Villa de Etla
20,Oaxaca,20339,20334,San Pedro y San Pablo Teposcolula
20,Oaxaca,20340,20335,San Pedro y San Pablo Tequixtepec
20,Oaxaca,20341,20338,San Pedro Yucunama
20,Oaxaca,20342,20339,San Raymundo Jalpan
20,Oaxaca,20343,20340,San Sebastian Abasolo
20,Oaxaca,20344,20341,San Sebastian Coatlan
20,Oaxaca,20345,20342,San Sebastian Ixcapa
20,Oaxaca,20346,20343,San Sebastian Nicananduta
20,Oaxaca,20347,20344,San Sebastian Rio Hondo
20,Oaxaca,20348,20345,San Sebastian Tecomaxtlahuaca
20,Oaxaca,20349,20346,San Sebastian Teitipac
20,Oaxaca,20350,20347,San Sebastian Tutla
20,Oaxaca,20351,20348,San Simon Almolongas
20,Oaxaca,20352,20349,San Simon Zahuatlan
20,Oaxaca,20353,20353,Santa Ana
20,Oaxaca,20354,20354,Santa Ana Ateixtlahuaca
20,Oaxaca,20355,20355,Santa Ana Cuauhtemoc
20,Oaxaca,20356,20356,Santa Ana del Valle
20,Oaxaca,20357,20357,Santa Ana Tavela
20,Oaxaca,20358,20358,Santa Ana Tlapacoyan
20,Oaxaca,20359,20359,Santa Ana Yareni
20,Oaxaca,20360,20360,Santa Ana Zegache
20,Oaxaca,20361,20361,Santa Catalina Quieri
20,Oaxaca,20362,20362,Santa Catarina Cuixtla
20,Oaxaca,20363,20363,Santa Catarina Ixtepeji
20,Oaxaca,20364,20364,Santa Catarina Juquila
20,Oaxaca,20365,20365,Santa Catarina Lachatao
20,Oaxaca,20366,20366,Santa Catarina Loxicha
20,Oaxaca,20367,20367,Santa Catarina Mechoacan
20,Oaxaca,20368,20368,Santa Catarina Minas
20,Oaxaca,20369,20369,Santa Catarina Quiane
20,Oaxaca,20370,20371,Santa Catarina Tayata
20,Oaxaca,20371,20372,Santa Catarina Ticua
20,Oaxaca,20372,20373,Santa Catarina Yosonotu
20,Oaxaca,20373,20374,Santa Catarina Zapoquila
20,Oaxaca,20374,20375,Santa Cruz Acatepec
20,Oaxaca,20375,20376,Santa Cruz Amilpas
20,Oaxaca,20376,20377,Santa Cruz de Bravo
20,Oaxaca,20377,20378,Santa Cruz Itundujia
20,Oaxaca,20378,20379,Santa Cruz Mixtepec
20,Oaxaca,20379,20380,Santa Cruz Nundaco
20,Oaxaca,20380,20381,Santa Cruz Papalutla
20,Oaxaca,20381,20382,Santa Cruz Tacache de Mina
20,Oaxaca,20382,20383,Santa Cruz Tacahua
20,Oaxaca,20383,20384,Santa Cruz Tayata
20,Oaxaca,20384,20385,Santa Cruz Xitla
20,Oaxaca,20385,20386,Santa Cruz Xoxocotlan
20,Oaxaca,20386,20387,Santa Cruz Zenzontepec
20,Oaxaca,20387,20388,Santa Gertrudis
20,Oaxaca,20388,20389,Santa Ines del Monte
20,Oaxaca,20389,20390,Santa Ines Yatzeche
20,Oaxaca,20390,20392,Santa Lucia del Camino
20,Oaxaca,20391,20393,Santa Lucia Miahuatlan
20,Oaxaca,20392,20394,Santa Lucia Monteverde
20,Oaxaca,20393,20395,Santa Lucia Ocotlan
20,Oaxaca,20394,20397,Santa Maria Alotepec
20,Oaxaca,20395,20398,Santa Maria Apazco
20,Oaxaca,20396,20399,Santa Maria la Asuncion
20,Oaxaca,20397,20553,Heroica Ciudad de Tlaxiaco
20,Oaxaca,20398,20010,Ayoquezco de Aldama
20,Oaxaca,20399,20400,Santa Maria Atzompa
20,Oaxaca,20400,20401,Santa Maria Camotlan
20,Oaxaca,20401,20406,Santa Maria Colotepec
20,Oaxaca,20402,20407,Santa Maria Cortijo
20,Oaxaca,20403,20408,Santa Maria Coyotepec
20,Oaxaca,20404,20402,Santa Maria Chachoapam
20,Oaxaca,20405,20403,Villa de Chilapa de Diaz
20,Oaxaca,20406,20404,Santa Maria Chilchotla
20,Oaxaca,20407,20405,Santa Maria Chimalapa
20,Oaxaca,20408,20409,Santa Maria del Rosario
20,Oaxaca,20409,20410,Santa Maria del Tule
20,Oaxaca,20410,20411,Santa Maria Ecatepec
20,Oaxaca,20411,20412,Santa Maria Guelace
20,Oaxaca,20412,20413,Santa Maria Guienagati
20,Oaxaca,20413,20414,Santa Maria Huatulco
20,Oaxaca,20414,20415,Santa Maria Huazolotitlan
20,Oaxaca,20415,20416,Santa Maria Ipalapa
20,Oaxaca,20416,20417,Santa Maria Ixcatlan
20,Oaxaca,20417,20418,Santa Maria Jacatepec
20,Oaxaca,20418,20419,Santa Maria Jalapa del Marques
20,Oaxaca,20419,20420,Santa Maria Jaltianguis
20,Oaxaca,20420,20421,Santa Maria Lachixio
20,Oaxaca,20421,20422,Santa Maria Mixtequilla
20,Oaxaca,20422,20423,Santa Maria Nativitas
20,Oaxaca,20423,20424,Santa Maria Nduayaco
20,Oaxaca,20424,20425,Santa Maria Ozolotepec
20,Oaxaca,20425,20426,Santa Maria Papalo
20,Oaxaca,20426,20428,Santa Maria Peñoles
20,Oaxaca,20427,20427,Santa Maria Petapa
20,Oaxaca,20428,20429,Santa Maria Quiegolani
20,Oaxaca,20429,20430,Santa Maria Sola
20,Oaxaca,20430,20431,Santa Maria Tataltepec
20,Oaxaca,20431,20432,Santa Maria Tecomavaca
20,Oaxaca,20432,20433,Santa Maria Temaxcalapa
20,Oaxaca,20433,20434,Santa Maria Temaxcaltepec
20,Oaxaca,20434,20435,Santa Maria Teopoxco
20,Oaxaca,20435,20436,Santa Maria Tepantlali
20,Oaxaca,20436,20437,Santa Maria Texcatitlan
20,Oaxaca,20437,20438,Santa Maria Tlahuitoltepec
20,Oaxaca,20438,20439,Santa Maria Tlalixtac
20,Oaxaca,20439,20440,Santa Maria Tonameca
20,Oaxaca,20440,20441,Santa Maria Totolapilla
20,Oaxaca,20441,20442,Santa Maria Xadani
20,Oaxaca,20442,20443,Santa Maria Yalina
20,Oaxaca,20443,20444,Santa Maria Yavesia
20,Oaxaca,20444,20445,Santa Maria Yolotepec
20,Oaxaca,20445,20446,Santa Maria Yosoyua
20,Oaxaca,20446,20447,Santa Maria Yucuhiti
20,Oaxaca,20447,20448,Santa Maria Zacatepec
20,Oaxaca,20448,20449,Santa Maria Zaniza
20,Oaxaca,20449,20450,Santa Maria Zoquitlan
20,Oaxaca,20450,20451,Santiago Amoltepec
20,Oaxaca,20451,20452,Santiago Apoala
20,Oaxaca,20452,20453,Santiago Apostol
20,Oaxaca,20453,20454,Santiago Astata
20,Oaxaca,20454,20455,Santiago Atitlan
20,Oaxaca,20455,20456,Santiago Ayuquililla
20,Oaxaca,20456,20457,Santiago Cacaloxtepec
20,Oaxaca,20457,20458,Santiago Camotlan
20,Oaxaca,20458,20461,Santiago Comaltepec
20,Oaxaca,20459,20459,Santiago Chazumba
20,Oaxaca,20460,20460,Santiago Choapam
20,Oaxaca,20461,20462,Santiago del Rio
20,Oaxaca,20462,20463,Santiago Huajolotitlan
20,Oaxaca,20463,20464,Santiago Huauclilla
20,Oaxaca,20464,20465,Santiago Ihuitlan Plumas
20,Oaxaca,20465,20466,Santiago Ixcuintepec
20,Oaxaca,20466,20467,Santiago Ixtayutla
20,Oaxaca,20467,20468,Santiago Jamiltepec
20,Oaxaca,20468,20469,Santiago Jocotepec
20,Oaxaca,20469,20470,Santiago Juxtlahuaca
20,Oaxaca,20470,20471,Santiago Lachiguiri
20,Oaxaca,20471,20472,Santiago Lalopa
20,Oaxaca,20472,20473,Santiago Laollaga
20,Oaxaca,20473,20474,Santiago Laxopa
20,Oaxaca,20474,20475,Santiago Llano Grande
20,Oaxaca,20475,20476,Santiago Matatlan
20,Oaxaca,20476,20477,Santiago Miltepec
20,Oaxaca,20477,20478,Santiago Minas
20,Oaxaca,20478,20479,Santiago Nacaltepec
20,Oaxaca,20479,20480,Santiago Nejapilla
20,Oaxaca,20480,20482,Santiago Nundiche
20,Oaxaca,20481,20483,Santiago Nuyoo
20,Oaxaca,20482,20484,Santiago Pinotepa Nacional
20,Oaxaca,20483,20485,Santiago Suchilquitongo
20,Oaxaca,20484,20486,Santiago Tamazola
20,Oaxaca,20485,20487,Santiago Tapextla
20,Oaxaca,20486,20543,Villa Tejupam de la Union
20,Oaxaca,20487,20488,Santiago Tenango
20,Oaxaca,20488,20489,Santiago Tepetlapa
20,Oaxaca,20489,20490,Santiago Tetepec
20,Oaxaca,20490,20491,Santiago Texcalcingo
20,Oaxaca,20491,20492,Santiago Textitlan
20,Oaxaca,20492,20493,Santiago Tilantongo
20,Oaxaca,20493,20494,Santiago Tillo
20,Oaxaca,20494,20495,Santiago Tlazoyaltepec
20,Oaxaca,20495,20496,Santiago Xanica
20,Oaxaca,20496,20497,Santiago Xiacui
20,Oaxaca,20497,20498,Santiago Yaitepec
20,Oaxaca,20498,20499,Santiago Yaveo
20,Oaxaca,20499,20500,Santiago Yolomecatl
20,Oaxaca,20500,20501,Santiago Yosondua
20,Oaxaca,20501,20502,Santiago Yucuyachi
20,Oaxaca,20502,20503,Santiago Zacatepec
20,Oaxaca,20503,20504,Santiago Zoochila
20,Oaxaca,20504,20065,Nuevo Zoquiapam
20,Oaxaca,20505,20509,Santo Domingo Ingenio
20,Oaxaca,20506,20505,Santo Domingo Albarradas
20,Oaxaca,20507,20506,Santo Domingo Armenta
20,Oaxaca,20508,20507,Santo Domingo Chihuitan
20,Oaxaca,20509,20508,Santo Domingo de Morelos
20,Oaxaca,20510,20510,Santo Domingo Ixcatlan
20,Oaxaca,20511,20511,Santo Domingo Nuxaa
20,Oaxaca,20512,20512,Santo Domingo Ozolotepec
20,Oaxaca,20513,20513,Santo Domingo Petapa
20,Oaxaca,20514,20514,Santo Domingo Roayaga
20,Oaxaca,20515,20515,Santo Domingo Tehuantepec
20,Oaxaca,20516,20516,Santo Domingo Teojomulco
20,Oaxaca,20517,20517,Santo Domingo Tepuxtepec
20,Oaxaca,20518,20518,Santo Domingo Tlatayapam
20,Oaxaca,20519,20519,Santo Domingo Tomaltepec
20,Oaxaca,20520,20520,Santo Domingo Tonala
20,Oaxaca,20521,20521,Santo Domingo Tonaltepec
20,Oaxaca,20522,20522,Santo Domingo Xagacia
20,Oaxaca,20523,20523,Santo Domingo Yanhuitlan
20,Oaxaca,20524,20524,Santo Domingo Yodohino
20,Oaxaca,20525,20525,Santo Domingo Zanatepec
20,Oaxaca,20526,20530,Santos Reyes Nopala
20,Oaxaca,20527,20531,Santos Reyes Papalo
20,Oaxaca,20528,20532,Santos Reyes Tepejillo
20,Oaxaca,20529,20533,Santos Reyes Yucuna
20,Oaxaca,20530,20526,Santo Tomas Jalieza
20,Oaxaca,20531,20527,Santo Tomas Mazaltepec
20,Oaxaca,20532,20528,Santo Tomas Ocotepec
20,Oaxaca,20533,20529,Santo Tomas Tamazulapan
20,Oaxaca,20534,20350,San Vicente Coatlan
20,Oaxaca,20535,20351,San Vicente Lachixio
20,Oaxaca,20536,20352,San Vicente Nuñu
20,Oaxaca,20537,20534,Silacayoapam
20,Oaxaca,20538,20535,Sitio de Xitlapehua
20,Oaxaca,20539,20537,Soledad Etla
20,Oaxaca,20540,20539,Villa de Tamazulapam del Progreso
20,Oaxaca,20541,20541,Tanetze de Zaragoza
20,Oaxaca,20542,20538,Taniche
20,Oaxaca,20543,20542,Tataltepec de Valdes
20,Oaxaca,20544,20544,Teococuilco de Marcos Perez
20,Oaxaca,20545,20545,Teotitlan de Flores Magon
20,Oaxaca,20546,20546,Teotitlan del Valle
20,Oaxaca,20547,20547,Teotongo
20,Oaxaca,20548,20548,Tepelmeme Villa de Morelos
20,Oaxaca,20549,20549,Tezoatlan de Segura y Luna
20,Oaxaca,20550,20161,San Jeronimo Tlacochahuaya
20,Oaxaca,20551,20550,Tlacolula de Matamoros
20,Oaxaca,20552,20551,Tlacotepec Plumas
20,Oaxaca,20553,20552,Tlalixtac de Cabrera
20,Oaxaca,20554,20554,Totontepec Villa de Morelos
20,Oaxaca,20555,20555,Trinidad Zaachila
20,Oaxaca,20556,20556,Trinidad Vista Hermosa--La
20,Oaxaca,20557,20557,Union Hidalgo
20,Oaxaca,20558,20558,Valerio Trujano
20,Oaxaca,20559,20183,San Juan Bautista Valle Nacional
20,Oaxaca,20560,20561,Villa Diaz Ordaz
20,Oaxaca,20561,20563,Yaxe
20,Oaxaca,20562,20053,Magdalena Yodocono de Porfirio Diaz
20,Oaxaca,20563,20564,Yogana
20,Oaxaca,20564,20565,Yutanduchi de Guerrero
20,Oaxaca,20565,20566,Villa de Zaachila
20,Oaxaca,20566,20567,San Mateo Yucutindoo
20,Oaxaca,20567,20568,Zapotitlan Lagunas
20,Oaxaca,20568,20569,Zapotitlan Palmas
20,Oaxaca,20569,20391,Santa Ines de Zaragoza
20,Oaxaca,20570,20570,Zimatlan de Alvarez
21,Puebla,21001,21001,Acajete
21,Puebla,21002,21002,Acateno
21,Puebla,21003,21003,Acatlan
21,Puebla,21004,21004,Acatzingo
21,Puebla,21005,21005,Acteopan
21,Puebla,21006,21006,Ahuacatlan
21,Puebla,21007,21007,Ahuatlan
21,Puebla,21008,21008,Ahuazotepec
21,Puebla,21009,21009,Ahuehuetitla
21,Puebla,21010,21010,Ajalpan
21,Puebla,21011,21011,Albino Zertuche
21,Puebla,21012,21012,Aljojuca
21,Puebla,21013,21013,Altepexi
21,Puebla,21014,21014,Amixtlan
21,Puebla,21015,21015,Amozoc
21,Puebla,21016,21016,Aquixtla
21,Puebla,21017,21017,Atempan
21,Puebla,21018,21018,Atexcal
21,Puebla,21019,21019,Atlixco
21,Puebla,21020,21020,Atoyatempan
21,Puebla,21021,21021,Atzala
21,Puebla,21022,21022,Atzitzihuacan
21,Puebla,21023,21023,Atzitzintla
21,Puebla,21024,21024,Axutla
21,Puebla,21025,21025,Ayotoxco de Guerrero
21,Puebla,21026,21026,Calpan
21,Puebla,21027,21027,Caltepec
21,Puebla,21028,21028,Camocuautla
21,Puebla,21029,21030,Caxhuacan
21,Puebla,21030,21031,Coatepec
21,Puebla,21031,21032,Coatzingo
21,Puebla,21032,21033,Cohetzala
21,Puebla,21033,21034,Cohuecan
21,Puebla,21034,21035,Coronango
21,Puebla,21035,21036,Coxcatlan
21,Puebla,21036,21037,Coyomeapan
21,Puebla,21037,21038,Coyotepec
21,Puebla,21038,21039,Cuapiaxtla de Madero
21,Puebla,21039,21040,Cuautempan
21,Puebla,21040,21041,Cuautinchan
21,Puebla,21041,21042,Cuautlancingo
21,Puebla,21042,21043,Cuayuca de Andrade
21,Puebla,21043,21044,Cuetzalan del Progreso
21,Puebla,21044,21045,Cuyoaco
21,Puebla,21045,21046,Chalchicomula de Sesma
21,Puebla,21046,21047,Chapulco
21,Puebla,21047,21048,Chiautla
21,Puebla,21048,21049,Chiautzingo
21,Puebla,21049,21050,Chiconcuautla
21,Puebla,21050,21051,Chichiquila
21,Puebla,21051,21052,Chietla
21,Puebla,21052,21053,Chigmecatitlan
21,Puebla,21053,21054,Chignahuapan
21,Puebla,21054,21055,Chignautla
21,Puebla,21055,21056,Chila
21,Puebla,21056,21057,Chila de la Sal
21,Puebla,21057,21058,Honey
21,Puebla,21058,21059,Chilchotla
21,Puebla,21059,21060,Chinantla
21,Puebla,21060,21061,Domingo Arenas
21,Puebla,21061,21062,Eloxochitlan
21,Puebla,21062,21063,Epatlan
21,Puebla,21063,21064,Esperanza
21,Puebla,21064,21065,Francisco Z. Mena
21,Puebla,21065,21066,General Felipe Angeles
21,Puebla,21066,21067,Guadalupe
21,Puebla,21067,21068,Guadalupe Victoria
21,Puebla,21068,21069,Hermenegildo Galeana
21,Puebla,21069,21070,Huaquechula
21,Puebla,21070,21071,Huatlatlauca
21,Puebla,21071,21072,Huauchinango
21,Puebla,21072,21073,Huehuetla
21,Puebla,21073,21074,Huehuetlan El Chico
21,Puebla,21074,21076,Huejotzingo
21,Puebla,21075,21077,Hueyapan
21,Puebla,21076,21078,Hueytamalco
21,Puebla,21077,21079,Hueytlalpan
21,Puebla,21078,21080,Huitzilan de Serdan
21,Puebla,21079,21081,Huitziltepec
21,Puebla,21080,21082,Atlequizayan
21,Puebla,21081,21083,Ixcamilpa de Guerrero
21,Puebla,21082,21084,Ixcaquixtla
21,Puebla,21083,21085,Ixtacamaxtitlan
21,Puebla,21084,21086,Ixtepec
21,Puebla,21085,21087,Izucar de Matamoros
21,Puebla,21086,21088,Jalpan
21,Puebla,21087,21089,Jolalpan
21,Puebla,21088,21090,Jonotla
21,Puebla,21089,21091,Jopala
21,Puebla,21090,21092,Juan C. Bonilla
21,Puebla,21091,21093,Juan Galindo
21,Puebla,21092,21094,Juan N. Mendez
21,Puebla,21093,21095,Lafragua
21,Puebla,21094,21096,Libres
21,Puebla,21095,21097,Magdalena Tlatlauquitepec--La
21,Puebla,21096,21098,Mazapiltepec de Juarez
21,Puebla,21097,21099,Mixtla
21,Puebla,21098,21100,Molcaxac
21,Puebla,21099,21029,Cañada Morelos
21,Puebla,21100,21101,Naupan
21,Puebla,21101,21102,Nauzontla
21,Puebla,21102,21103,Nealtican
21,Puebla,21103,21104,Nicolas Bravo
21,Puebla,21104,21105,Nopalucan
21,Puebla,21105,21106,Ocotepec
21,Puebla,21106,21107,Ocoyucan
21,Puebla,21107,21108,Olintla
21,Puebla,21108,21109,Oriental
21,Puebla,21109,21110,Pahuatlan
21,Puebla,21110,21111,Palmar de Bravo
21,Puebla,21111,21112,Pantepec
21,Puebla,21112,21113,Petlalcingo
21,Puebla,21113,21114,Piaxtla
21,Puebla,21114,21115,Puebla
21,Puebla,21115,21116,Quecholac
21,Puebla,21116,21117,Quimixtlan
21,Puebla,21117,21118,Rafael Lara Grajales
21,Puebla,21118,21119,Reyes de Juarez--Los
21,Puebla,21119,21120,San Andres Cholula
21,Puebla,21120,21121,San Antonio Cañada
21,Puebla,21121,21122,San Diego la Mesa Tochimiltzingo
21,Puebla,21122,21123,San Felipe Teotlalcingo
21,Puebla,21123,21124,San Felipe Tepatlan
21,Puebla,21124,21125,San Gabriel Chilac
21,Puebla,21125,21126,San Gregorio Atzompa
21,Puebla,21126,21127,San Jeronimo Tecuanipan
21,Puebla,21127,21128,San Jeronimo Xayacatlan
21,Puebla,21128,21129,San Jose Chiapa
21,Puebla,21129,21130,San Jose Miahuatlan
21,Puebla,21130,21131,San Juan Atenco
21,Puebla,21131,21132,San Juan Atzompa
21,Puebla,21132,21133,San Martin Texmelucan
21,Puebla,21133,21134,San Martin Totoltepec
21,Puebla,21134,21135,San Matias Tlalancaleca
21,Puebla,21135,21136,San Miguel Ixitlan
21,Puebla,21136,21137,San Miguel Xoxtla
21,Puebla,21137,21138,San Nicolas Buenos Aires
21,Puebla,21138,21139,San Nicolas de los Ranchos
21,Puebla,21139,21140,San Pablo Anicano
21,Puebla,21140,21141,San Pedro Cholula
21,Puebla,21141,21142,San Pedro Yeloixtlahuaca
21,Puebla,21142,21143,San Salvador El Seco
21,Puebla,21143,21144,San Salvador El Verde
21,Puebla,21144,21145,San Salvador Huixcolotla
21,Puebla,21145,21177,San Sebastian Tlacotepec
21,Puebla,21146,21146,Santa Catarina Tlaltempan
21,Puebla,21147,21147,Santa Ines Ahuatempan
21,Puebla,21148,21148,Santa Isabel Cholula
21,Puebla,21149,21149,Santiago Miahuatlan
21,Puebla,21150,21075,Huehuetlan El Grande
21,Puebla,21151,21150,Santo Tomas Hueyotlipan
21,Puebla,21152,21151,Soltepec
21,Puebla,21153,21152,Tecali de Herrera
21,Puebla,21154,21153,Tecamachalco
21,Puebla,21155,21154,Tecomatlan
21,Puebla,21156,21155,Tehuacan
21,Puebla,21157,21156,Tehuitzingo
21,Puebla,21158,21157,Tenampulco
21,Puebla,21159,21158,Teopantlan
21,Puebla,21160,21159,Teotlalco
21,Puebla,21161,21160,Tepanco de Lopez
21,Puebla,21162,21161,Tepango de Rodriguez
21,Puebla,21163,21162,Tepatlaxco de Hidalgo
21,Puebla,21164,21163,Tepeaca
21,Puebla,21165,21164,Tepemaxalco
21,Puebla,21166,21165,Tepeojuma
21,Puebla,21167,21166,Tepetzintla
21,Puebla,21168,21167,Tepexco
21,Puebla,21169,21168,Tepexi de Rodriguez
21,Puebla,21170,21169,Tepeyahualco
21,Puebla,21171,21170,Tepeyahualco de Cuauhtemoc
21,Puebla,21172,21171,Tetela de Ocampo
21,Puebla,21173,21172,Teteles de Avila Castillo
21,Puebla,21174,21173,Teziutlan
21,Puebla,21175,21174,Tianguismanalco
21,Puebla,21176,21175,Tilapa
21,Puebla,21177,21176,Tlacotepec de Benito Juarez
21,Puebla,21178,21178,Tlacuilotepec
21,Puebla,21179,21179,Tlachichuca
21,Puebla,21180,21180,Tlahuapan
21,Puebla,21181,21181,Tlaltenango
21,Puebla,21182,21182,Tlanepantla
21,Puebla,21183,21183,Tlaola
21,Puebla,21184,21184,Tlapacoya
21,Puebla,21185,21185,Tlapanala
21,Puebla,21186,21186,Tlatlauquitepec
21,Puebla,21187,21187,Tlaxco
21,Puebla,21188,21188,Tochimilco
21,Puebla,21189,21189,Tochtepec
21,Puebla,21190,21190,Totoltepec de Guerrero
21,Puebla,21191,21191,Tulcingo
21,Puebla,21192,21192,Tuzamapan de Galeana
21,Puebla,21193,21193,Tzicatlacoyan
21,Puebla,21194,21194,Venustiano Carranza
21,Puebla,21195,21195,Vicente Guerrero
21,Puebla,21196,21196,Xayacatlan de Bravo
21,Puebla,21197,21197,Xicotepec
21,Puebla,21198,21198,Xicotlan
21,Puebla,21199,21199,Xiutetelco
21,Puebla,21200,21200,Xochiapulco
